Date,CR
1996-04,-1.3513513513513513
1996-05,-1.3513513513513513
1996-06,-1.3513513513513513
1996-07,-1.3513513513513513
1996-08,0.0
1996-09,1.36986301369863
1996-10,1.36986301369863
1996-11,1.36986301369863
1996-12,1.36986301369863
1997-01,1.36986301369863
1997-02,0.0
1997-03,1.3513513513513513
1997-04,0.0
1997-05,0.0
1997-06,0.0
1997-07,1.3513513513513513
1997-08,1.3513513513513513
1997-09,1.3333333333333335
1997-10,2.7027027027027026
1997-11,2.7027027027027026
1997-12,4.054054054054054
1998-01,2.666666666666667
1998-02,2.666666666666667
1998-03,1.3157894736842104
1998-04,2.631578947368421
1998-05,2.631578947368421
1998-06,1.2987012987012987
1998-07,2.5974025974025974
1998-08,2.5974025974025974
1998-09,3.896103896103896
1998-10,2.564102564102564
1998-11,2.564102564102564
1998-12,3.8461538461538463
1999-01,2.5316455696202533
1999-02,3.79746835443038
1999-03,2.5
1999-04,3.75
1999-05,3.75
1999-06,3.7037037037037033
1999-07,3.7037037037037033
1999-08,3.6585365853658534
1999-09,4.878048780487805
1999-10,3.614457831325301
1999-11,4.819277108433735
1999-12,4.761904761904762
2000-01,4.761904761904762
2000-02,4.705882352941177
2000-03,3.488372093023256
2000-04,4.651162790697675
2000-05,4.597701149425287
2000-06,4.545454545454546
2000-07,5.681818181818182
2000-08,5.617977528089887
2000-09,7.865168539325842
2000-10,7.777777777777778
2000-11,7.6923076923076925
2000-12,7.608695652173914
2001-01,7.526881720430108
2001-02,7.446808510638298
2001-03,7.291666666666667
2001-04,7.216494845360824
2001-05,8.16326530612245
2001-06,8.080808080808081
2001-07,9.0
2001-08,9.900990099009901
2001-09,8.737864077669903
2001-10,10.576923076923077
2001-11,10.377358490566039
2001-12,11.214953271028037
2002-01,11.009174311926607
2002-02,10.81081081081081
2002-03,11.607142857142858
2002-04,9.565217391304348
2002-05,10.256410256410255
2002-06,11.76470588235294
2002-07,11.570247933884298
2002-08,10.569105691056912
2002-09,10.4
2002-10,10.317460317460316
2002-11,8.527131782945736
2002-12,6.7669172932330826
2003-01,6.666666666666667
2003-02,7.352941176470589
2003-03,7.246376811594203
2003-04,7.913669064748201
2003-05,8.571428571428571
2003-06,8.450704225352112
2003-07,8.333333333333332
2003-08,8.21917808219178
2003-09,8.783783783783784
2003-10,8.666666666666668
2003-11,7.894736842105263
2003-12,7.792207792207792
2004-01,7.6923076923076925
2004-02,8.227848101265822
2004-03,7.453416149068323
2004-04,7.361963190184049
2004-05,7.317073170731707
2004-06,6.024096385542169
2004-07,4.761904761904762
2004-08,3.508771929824561
2004-09,2.8901734104046244
2004-10,2.2857142857142856
2004-11,3.4090909090909087
2004-12,3.977272727272727
2005-01,5.113636363636364
2005-02,4.519774011299435
2005-03,4.49438202247191
2005-04,3.910614525139665
2005-05,2.197802197802198
2005-06,1.092896174863388
2005-07,0.0
2005-08,0.0
2005-09,-0.5376344086021506
2005-10,-0.5376344086021506
2005-11,0.0
2005-12,0.0
2006-01,0.0
2006-02,-0.5405405405405406
2006-03,-1.0810810810810811
2006-04,-1.6216216216216217
2006-05,-2.6881720430107525
2006-06,-2.7027027027027026
2006-07,-2.7027027027027026
2006-08,-2.1739130434782608
2006-09,-1.639344262295082
2006-10,-1.098901098901099
2006-11,-1.1049723756906076
2006-12,0.0
2007-01,0.0
2007-02,-0.5555555555555556
2007-03,-1.1111111111111112
2007-04,-1.1111111111111112
2007-05,-0.5586592178770949
2007-06,-1.6666666666666667
2007-07,-1.6666666666666667
2007-08,-1.675977653631285
2007-09,-1.1235955056179776
2007-10,-1.6853932584269662
2007-11,-2.8089887640449436
2007-12,-3.389830508474576
2008-01,-4.519774011299435
2008-02,-5.681818181818182
2008-03,-6.8181818181818175
2008-04,-7.428571428571429
2008-05,-7.514450867052023
2008-06,-8.187134502923977
2008-07,-8.284023668639055
2008-08,-8.433734939759036
2008-09,-8.536585365853659
2008-10,-8.641975308641975
2008-11,-8.75
2008-12,-8.280254777070063
2009-01,-7.741935483870968
2009-02,-5.921052631578947
2009-03,-4.0
2009-04,-2.7027027027027026
2009-05,-0.684931506849315
2009-06,0.6944444444444444
2009-07,2.097902097902098
2009-08,2.097902097902098
2009-09,1.3888888888888888
2009-10,1.3888888888888888
2009-11,0.6896551724137931
2009-12,0.0
2010-01,-1.36986301369863
2010-02,-2.054794520547945
2010-03,-2.73972602739726
2010-04,-2.73972602739726
2010-05,-3.4246575342465753
2010-06,-3.4482758620689653
2010-07,-2.7777777777777777
2010-08,-2.097902097902098
2010-09,-1.4084507042253522
2010-10,-1.4084507042253522
2010-11,-1.4184397163120568
2010-12,-2.142857142857143
2011-01,-2.142857142857143
2011-02,-1.4285714285714286
2011-03,-1.4285714285714286
2011-04,-2.142857142857143
2011-05,-2.158273381294964
2011-06,-0.7299270072992701
2011-07,-0.7299270072992701
2011-08,-1.4492753623188406
2011-09,-0.7246376811594203
2011-10,0.0
2011-11,0.7352941176470588
2011-12,0.7352941176470588
2012-01,0.7352941176470588
2012-02,-0.7352941176470588
2012-03,-2.18978102189781
2012-04,-2.18978102189781
2012-05,-2.18978102189781
2012-06,-2.18978102189781
2012-07,-3.64963503649635
2012-08,-3.7037037037037033
2012-09,-4.477611940298507
2012-10,-4.477611940298507
2012-11,-3.731343283582089
2012-12,-2.9850746268656714
2013-01,0.0
2013-02,2.307692307692308
2013-03,5.46875
2013-04,5.46875
2013-05,4.651162790697675
2013-06,3.8461538461538463
2013-07,2.272727272727273
2013-08,1.5037593984962405
2013-09,0.7407407407407408
