Date,CR
1996-04,3.571428571428571
1996-05,3.571428571428571
1996-06,7.142857142857142
1996-07,7.142857142857142
1996-08,6.896551724137931
1996-09,6.896551724137931
1996-10,10.344827586206897
1996-11,13.793103448275861
1996-12,13.333333333333334
1997-01,13.333333333333334
1997-02,12.903225806451612
1997-03,12.903225806451612
1997-04,12.5
1997-05,12.121212121212121
1997-06,11.76470588235294
1997-07,14.705882352941178
1997-08,17.142857142857142
1997-09,20.0
1997-10,19.444444444444446
1997-11,18.91891891891892
1997-12,18.421052631578945
1998-01,17.94871794871795
1998-02,14.634146341463413
1998-03,14.285714285714285
1998-04,11.627906976744185
1998-05,9.090909090909092
1998-06,8.88888888888889
1998-07,8.695652173913043
1998-08,8.51063829787234
1998-09,8.333333333333332
1998-10,8.333333333333332
1998-11,10.416666666666668
1998-12,10.204081632653061
1999-01,8.0
1999-02,5.88235294117647
1999-03,3.8461538461538463
1999-04,3.8461538461538463
1999-05,1.8867924528301887
1999-06,1.8518518518518516
1999-07,1.8518518518518516
1999-08,3.7037037037037033
1999-09,3.7037037037037033
1999-10,5.555555555555555
1999-11,5.555555555555555
1999-12,5.454545454545454
2000-01,7.2727272727272725
2000-02,7.142857142857142
2000-03,7.142857142857142
2000-04,5.263157894736842
2000-05,7.017543859649122
2000-06,6.896551724137931
2000-07,5.084745762711865
2000-08,5.0
2000-09,8.333333333333332
2000-10,10.0
2000-11,9.836065573770492
2000-12,9.67741935483871
2001-01,9.67741935483871
2001-02,9.523809523809524
2001-03,6.153846153846154
2001-04,4.545454545454546
2001-05,4.477611940298507
2001-06,2.941176470588235
2001-07,4.411764705882353
2001-08,2.898550724637681
2001-09,4.3478260869565215
2001-10,4.3478260869565215
2001-11,4.285714285714286
2001-12,4.285714285714286
2002-01,2.8169014084507045
2002-02,2.8169014084507045
2002-03,1.3888888888888888
2002-04,1.3888888888888888
2002-05,0.0
2002-06,-1.36986301369863
2002-07,-1.36986301369863
2002-08,-1.36986301369863
2002-09,-1.36986301369863
2002-10,-2.73972602739726
2002-11,-2.73972602739726
2002-12,0.0
2003-01,1.3888888888888888
2003-02,4.166666666666666
2003-03,6.944444444444445
2003-04,11.267605633802818
2003-05,12.676056338028168
2003-06,13.88888888888889
2003-07,13.698630136986301
2003-08,10.666666666666668
2003-09,10.38961038961039
2003-10,8.860759493670885
2003-11,10.0
2003-12,8.536585365853659
2004-01,8.433734939759036
2004-02,10.843373493975903
2004-03,11.76470588235294
2004-04,15.11627906976744
2004-05,17.045454545454543
2004-06,19.101123595505616
2004-07,20.0
2004-08,18.478260869565215
2004-09,15.789473684210526
2004-10,12.121212121212121
2004-11,8.737864077669903
2004-12,5.660377358490567
2005-01,4.62962962962963
2005-02,3.669724770642202
2005-03,1.8181818181818181
2005-04,0.0
2005-05,-1.7857142857142856
2005-06,-1.7857142857142856
2005-07,-2.6548672566371683
2005-08,-2.6548672566371683
2005-09,-0.8928571428571428
2005-10,0.9009009009009009
2005-11,2.727272727272727
2005-12,3.6363636363636362
2006-01,4.545454545454546
2006-02,5.454545454545454
2006-03,6.306306306306306
2006-04,6.25
2006-05,7.079646017699115
2006-06,8.771929824561402
2006-07,9.565217391304348
2006-08,10.344827586206897
2006-09,9.322033898305085
2006-10,9.243697478991598
2006-11,7.43801652892562
2006-12,5.64516129032258
2007-01,3.968253968253968
2007-02,2.34375
2007-03,0.7751937984496124
2007-04,-0.7692307692307693
2007-05,-1.5384615384615385
2007-06,-3.0534351145038165
2007-07,-3.816793893129771
2007-08,-5.343511450381679
2007-09,-6.153846153846154
2007-10,-6.976744186046512
2007-11,-7.03125
2007-12,-7.086614173228346
2008-01,-7.142857142857142
2008-02,-5.64516129032258
2008-03,-4.098360655737705
2008-04,-2.5
2008-05,-1.680672268907563
2008-06,-0.847457627118644
2008-07,0.8547008547008548
2008-08,0.8547008547008548
2008-09,0.8547008547008548
2008-10,0.0
2008-11,-0.8547008547008548
2008-12,-0.8547008547008548
2009-01,-2.5423728813559325
2009-02,-3.389830508474576
2009-03,-5.084745762711865
2009-04,-5.982905982905983
2009-05,-6.0344827586206895
2009-06,-6.0344827586206895
2009-07,-6.086956521739131
2009-08,-5.263157894736842
2009-09,-1.7857142857142856
2009-10,4.545454545454546
2009-11,6.422018348623854
2009-12,3.669724770642202
2010-01,1.8518518518518516
2010-02,0.9259259259259258
2010-03,-2.727272727272727
2010-04,-7.82608695652174
2010-05,-9.482758620689655
2010-06,-7.964601769911504
2010-07,-4.545454545454546
2010-08,-3.669724770642202
2010-09,-1.8691588785046727
2010-10,-1.8867924528301887
2010-11,-0.9523809523809524
2010-12,0.9615384615384616
2011-01,1.9047619047619049
2011-02,2.857142857142857
2011-03,4.761904761904762
2011-04,5.769230769230769
2011-05,3.8461538461538463
2011-06,-1.9047619047619049
2011-07,-6.5420560747663545
2011-08,-10.185185185185185
2011-09,-13.636363636363635
2011-10,-14.545454545454545
2011-11,-12.962962962962962
2011-12,-7.766990291262135
2012-01,-4.0
2012-02,-1.0309278350515463
2012-03,2.1052631578947367
2012-04,3.1914893617021276
2012-05,4.25531914893617
2012-06,3.1578947368421053
2012-07,2.083333333333333
2012-08,2.083333333333333
2012-09,2.0618556701030926
2012-10,3.0927835051546393
2012-11,1.0204081632653061
2012-12,1.0204081632653061
2013-01,1.0204081632653061
2013-02,1.0204081632653061
2013-03,0.0
2013-04,-1.0
2013-05,1.0101010101010102
2013-06,2.0202020202020203
2013-07,3.0303030303030303
2013-08,3.0303030303030303
2013-09,3.0303030303030303
2013-10,3.0303030303030303
2013-11,2.0
2013-12,0.9900990099009901
2014-01,0.0
2014-02,-0.9803921568627451
2014-03,-0.9803921568627451
2014-04,-0.9803921568627451
2014-05,-0.9803921568627451
2014-06,0.0
2014-07,0.0
2014-08,1.9801980198019802
2014-09,0.9900990099009901
2014-10,-0.9900990099009901
2014-11,-1.9801980198019802
2014-12,-2.941176470588235
2015-01,-1.9607843137254901
2015-02,-1.9417475728155338
2015-03,0.0
2015-04,3.0
2015-05,6.0606060606060606
2015-06,8.080808080808081
2015-07,9.0
2015-08,7.920792079207921
2015-09,6.862745098039216
2015-10,6.796116504854369
2015-11,5.714285714285714
2015-12,3.7383177570093453
2016-01,2.7522935779816518
2016-02,2.7522935779816518
2016-03,2.7522935779816518
2016-04,1.8181818181818181
2016-05,1.8018018018018018
2016-06,1.8018018018018018
2016-07,0.8928571428571428
2016-08,1.7857142857142856
2016-09,1.7857142857142856
2016-10,1.7857142857142856
2016-11,0.8849557522123894
2016-12,0.8849557522123894
2017-01,0.8849557522123894
2017-02,0.0
2017-03,0.8771929824561403
2017-04,0.8771929824561403
2017-05,1.7543859649122806
2017-06,2.631578947368421
2017-07,4.385964912280701
2017-08,7.017543859649122
2017-09,6.956521739130435
2017-10,6.956521739130435
2017-11,6.0344827586206895
2017-12,5.128205128205128
2018-01,2.5210084033613445
2018-02,0.819672131147541
2018-03,0.0
predictions,0.3214032653269457
