Date,CR
1996-04,4.863813229571985
1996-05,4.448742746615087
1996-06,3.8461538461538463
1996-07,3.0592734225621414
1996-08,2.2813688212927756
1996-09,1.7045454545454544
1996-10,1.1320754716981132
1996-11,0.5639097744360901
1996-12,0.18726591760299627
1997-01,-0.18656716417910446
1997-02,-0.5576208178438662
1997-03,-0.5576208178438662
1997-04,-0.7421150278293136
1997-05,-0.7407407407407408
1997-06,-0.5555555555555556
1997-07,0.0
1997-08,0.5576208178438662
1997-09,1.1173184357541899
1997-10,1.8656716417910446
1997-11,2.6168224299065423
1997-12,3.551401869158879
1998-01,4.485981308411215
1998-02,5.420560747663552
1998-03,6.355140186915888
1998-04,7.663551401869159
1998-05,8.768656716417912
1998-06,9.869646182495345
1998-07,10.760667903525047
1998-08,11.829944547134936
1998-09,12.89134438305709
1998-10,13.736263736263737
1998-11,14.571948998178508
1998-12,15.162454873646208
1999-01,15.742397137745975
1999-02,16.312056737588655
1999-03,16.695957820738137
1999-04,16.666666666666664
1999-05,16.466552315608922
1999-06,16.440677966101696
1999-07,16.24790619765494
1999-08,15.702479338842975
1999-09,15.171288743882544
1999-10,14.492753623188406
1999-11,13.831478537360889
1999-12,12.852664576802509
2000-01,12.055641421947449
2000-02,11.128048780487806
2000-03,10.391566265060241
2000-04,9.672619047619047
2000-05,8.98379970544919
2000-06,8.296943231441048
2000-07,7.636887608069164
2000-08,7.000000000000001
2000-09,6.373937677053824
2000-10,5.9071729957805905
2000-11,5.4469273743016755
2000-12,5.277777777777778
2001-01,4.9655172413793105
2001-02,4.938271604938271
2001-03,4.911323328785812
2001-04,5.020352781546811
2001-05,5.27027027027027
2001-06,5.510752688172043
2001-07,5.756358768406962
2001-08,6.141522029372497
2001-09,6.391478029294275
2001-10,6.640106241699867
2001-11,7.152317880794702
2001-12,8.047493403693931
2002-01,9.067017082785808
2002-02,10.065359477124183
2002-03,10.793237971391417
2002-04,10.981912144702841
2002-05,10.269576379974326
2002-06,8.9171974522293
2002-07,7.468354430379747
2002-08,5.911949685534592
2002-09,4.630788485607009
2002-10,3.4869240348692405
2002-11,1.73053152039555
2002-12,-0.6105006105006106
2003-01,-3.132530120481928
2003-02,-5.581947743467933
2003-03,-7.629107981220658
2003-04,-9.19674039580908
2003-05,-9.429569266589057
2003-06,-8.538011695906434
2003-07,-6.9493521790341575
2003-08,-4.86935866983373
2003-09,-2.8708133971291865
2003-10,-0.9626955475330927
2003-11,0.9720534629404617
2003-12,2.5798525798525795
2004-01,3.9800995024875623
2004-02,5.157232704402516
2004-03,6.226175349428209
2004-04,7.6923076923076925
2004-05,8.483290488431876
2004-06,8.312020460358056
2004-07,7.088607594936709
2004-08,4.9937578027465666
2004-09,2.70935960591133
2004-10,0.7290400972053462
2004-11,-0.601684717208183
2004-12,-0.8383233532934131
2005-01,-0.3588516746411483
2005-02,0.11961722488038277
2005-03,0.23923444976076555
2005-04,-0.2380952380952381
2005-05,-0.9478672985781991
2005-06,-1.5348288075560803
2005-07,-1.1820330969267139
2005-08,-0.11890606420927466
2005-09,1.4388489208633095
2005-10,2.5331724969843186
2005-11,3.2687651331719128
2005-12,3.0193236714975846
2006-01,2.4009603841536618
2006-02,2.031063321385902
2006-03,2.267303102625298
2006-04,2.863961813842482
2006-05,3.4688995215311005
2006-06,3.8369304556354913
2006-07,3.349282296650718
2006-08,2.619047619047619
2006-09,1.6548463356973995
2006-10,0.9411764705882352
2006-11,0.3516998827667058
2006-12,0.11723329425556857
2007-01,-0.23446658851113714
2007-02,-0.819672131147541
2007-03,-1.633605600933489
2007-04,-2.784222737819025
2007-05,-3.815028901734104
2007-06,-4.849884526558892
2007-07,-5.208333333333334
2007-08,-4.872389791183294
2007-09,-4.302325581395349
2007-10,-3.9627039627039626
2007-11,-3.5046728971962615
2007-12,-3.0444964871194378
2008-01,-2.4676850763807283
2008-02,-1.6528925619834711
2008-03,-0.5931198102016607
2008-04,0.7159904534606205
2008-05,2.043269230769231
2008-06,3.3980582524271843
2008-07,4.151404151404151
2008-08,4.2682926829268295
2008-09,4.374240583232078
2008-10,4.611650485436893
2008-11,4.600484261501211
2008-12,4.5893719806763285
2009-01,4.216867469879518
2009-02,4.081632653061225
2009-03,2.1479713603818613
2009-04,-1.066350710900474
2009-05,-2.8268551236749118
2009-06,-2.5821596244131455
2009-07,-3.2825322391559206
2009-08,-4.912280701754386
2009-09,-6.752037252619325
2009-10,-8.468677494199536
2009-11,-10.185185185185185
2009-12,-11.085450346420323
2010-01,-11.676300578034681
2010-02,-13.264129181084197
2010-03,-12.967289719626168
2010-04,-10.538922155688622
2010-05,-9.575757575757576
2010-06,-10.602409638554217
2010-07,-10.303030303030303
2010-08,-9.84009840098401
2010-09,-9.238451935081148
2010-10,-7.224334600760455
2010-11,-4.768041237113402
2010-12,-4.805194805194805
2011-01,-4.973821989528796
2011-02,-3.723404255319149
2011-03,-2.2818791946308723
2011-04,-2.9451137884872822
2011-05,-3.6193029490616624
2011-06,-3.3692722371967654
2011-07,-2.027027027027027
2011-08,-0.2728512960436562
2011-09,0.41265474552957354
2011-10,-0.4098360655737705
2011-11,-1.7591339648173208
2011-12,-0.8185538881309686
2012-01,1.3774104683195594
2012-02,2.9005524861878453
2012-03,3.021978021978022
2012-04,4.0
2012-05,6.11961057023644
2012-06,7.112970711297072
2012-07,6.344827586206897
2012-08,6.429548563611491
2012-09,7.534246575342466
2012-10,7.818930041152264
2012-11,8.539944903581267
2012-12,9.491059147180192
2013-01,8.695652173913043
2013-02,7.114093959731544
2013-03,6.4
